,T00h,T03h,T06h,T12h,T24h,T48h,T72h
seq759_[chr18:44634775-44634945],1.969731776,1.849125042,1.979546368,1.698092682,1.581742899,1.443865809,1.325553889
seq76_[chr1:62660239-62660409],1.696015813,1.666525443,1.892755564,1.621434561,1.452689513,1.389175118,1.264554945
seq760_[chr18:48274877-48275047],1.672113144,1.546168129,1.941133335,1.579339281,1.446687923,1.296942321,1.274679227
seq761_[chr18:48944395-48944565],3.19925374,3.428101159,3.919336876,3.123778673,3.532838228,3.28714149,2.169423368
seq762_[chr18:49587418-49587588],1.750065222,1.638740906,1.593849545,1.526470368,1.580983963,1.423312531,1.29718343
seq763_[chr18:52274871-52275041],1.845524604,2.687746146,3.1612709,3.442105845,2.754784313,2.304385346,2.211246655
seq764_[chr18:53435513-53435683],1.854317784,2.090081456,2.094457241,2.147470437,1.969568831,1.729358331,1.379227649
seq765_[chr18:53665545-53665715],1.692726141,1.692434396,1.885235107,1.541355341,1.519423408,1.6538581,1.431656743
seq766_[chr18:56475718-56475888],1.707360082,1.843051525,2.136921485,1.846685223,1.64596152,1.401084365,1.184024416
seq767_[chr18:56514870-56515040],2.069851497,2.054234608,2.34407718,2.146273768,2.137757495,1.849193329,1.595493717
seq768_[chr18:57531524-57531694],1.931385629,1.915813313,2.269184775,2.070451051,1.917006447,1.593125135,1.498148558
seq769_[chr18:57567237-57567407],1.406645697,1.462110388,1.728459641,1.378324463,1.352459524,1.374315074,1.277465309
seq77_[chr1:63428916-63429086],1.926735621,2.012211368,2.305537661,1.982035958,1.932250947,1.754866628,1.476682997
seq770_[chr18:59303374-59303544],1.56904603,1.655612616,1.677502567,1.531094718,1.522359401,1.34603936,1.23525718
seq771_[chr18:59561606-59561776],2.308371252,2.295757358,2.446057514,2.45140509,2.456827008,2.295530733,1.97746646
seq772_[chr18:65301867-65302037],1.522538995,1.76107341,1.696355427,1.405007811,1.435284282,1.308403769,1.183807267
seq773_[chr18:67546388-67546558],1.657762441,1.940602819,1.881864503,1.851142342,1.724073996,1.224692502,1.316740112
seq774_[chr18:69758719-69758889],2.231864612,2.235274053,2.24570404,2.056810336,1.837191541,1.661809498,1.434680731
seq775_[chr19:3046253-3046423],1.747603335,1.761159906,2.037148823,1.828169167,1.713929858,1.578659604,1.459080996
seq776_[chr19:3968792-3968962],3.449199671,4.49270479,5.760349074,5.388992661,4.934093191,4.451560619,3.835048641
seq777_[chr19:3971214-3971384],2.381401478,2.42520857,2.550601076,2.434566384,2.434524426,2.407924333,2.077739879
seq778_[chr19:4414846-4415016],1.611080904,1.657523793,1.865820714,1.594556828,1.342816561,1.348085577,1.280018638
seq779_[chr19:4415416-4415586],1.750941527,1.78804722,2.017834241,1.740187076,1.604023196,1.454292665,1.291574757
seq78_[chr1:64959705-64959875],2.15547872,2.233955556,2.437310354,2.239971695,2.108026696,2.043065325,1.933908748
seq780_[chr19:5193435-5193605],2.156562284,2.30712712,2.407163094,2.176667637,2.399197776,2.584866246,2.441014969
seq781_[chr19:5492824-5492994],1.842143799,1.917953717,2.080294821,1.793379243,1.65174358,1.567839788,1.316574837
seq782_[chr19:5499292-5499462],1.950304674,1.983697975,2.151976274,1.851160321,1.674494047,1.555442452,1.439263186
seq783_[chr19:5804130-5804300],1.700660193,1.728410556,1.921765628,1.653099703,1.639232251,1.70804127,1.3863864
seq784_[chr19:6743993-6744163],1.499155675,1.291541366,1.606491567,1.562976788,1.529210848,1.666907632,1.377016909
seq785_[chr19:6767304-6767474],1.691662369,1.609173884,1.876845974,1.62412425,1.481531806,1.421743768,1.239989495
seq786_[chr19:6767558-6767728],2.24773903,2.251405438,2.429329199,2.249283541,2.168318913,2.06621411,1.827444454
seq787_[chr19:8094028-8094198],1.851120555,1.789104354,2.0593807,1.754937388,1.629374022,1.551717145,1.434660277
seq788_[chr19:8185722-8185892],1.833709978,1.584944991,1.817419981,1.50674518,1.756357262,1.382875989,1.274697768
seq789_[chr19:8740899-8741069],1.783855252,1.775493245,2.035413117,1.75432649,1.570608603,1.502421716,1.414646434
seq79_[chr1:64963265-64963435],2.609517879,2.793802066,3.006710237,2.935125573,2.586127125,2.557901446,1.979944074
seq790_[chr19:9165593-9165763],1.676613629,1.725916718,1.933547275,1.585342058,1.479644425,1.399496272,1.273239135
seq791_[chr19:9760175-9760345],1.839161065,1.625531053,1.855660549,1.643144679,1.321388471,1.594739289,1.420403723
seq792_[chr19:17246400-17246570],2.197489136,2.42399411,2.63971673,2.364208429,2.169769539,1.942622131,1.740735219
seq793_[chr19:18365973-18366143],2.573433396,2.618171839,2.903064963,2.558039649,2.424421997,2.092897424,1.657696438
seq794_[chr19:20178808-20178978],2.226627674,2.287404884,2.403077462,2.260840638,1.964365823,1.76506228,1.623110257
seq795_[chr19:21787405-21787575],1.724579118,1.850819289,1.973762119,1.798924589,1.887552445,1.831722419,1.630574792
seq796_[chr19:31909995-31910165],2.258598238,2.282501649,2.386780024,2.266704259,2.195839072,2.181442152,1.60982169
seq797_[chr19:38878755-38878925],1.986726067,2.022393819,2.204843808,2.157202613,2.043708779,1.94829769,1.618871219
seq798_[chr19:41488816-41488986],2.00811881,1.97846411,2.276600018,2.130075909,1.998345432,1.798124383,1.657437269
seq799_[chr19:45579702-45579872],1.941728193,1.923337053,2.183239714,1.993957653,1.939499135,1.788310155,1.545953752
seq8_[chr1:4094510-4094680],1.540138024,1.802720246,1.829122482,1.474492944,1.339018911,1.221774166,1.114633027
seq80_[chr1:68698122-68698292],2.357755472,2.296152065,2.624207759,2.388888126,2.629073246,2.526328227,2.271642025
seq800_[chr19:45582398-45582568],3.325297501,3.495819624,3.39297117,3.634726573,3.409343957,3.893795404,3.67872763
seq801_[chr19:48323193-48323363],1.801863392,1.869030667,2.086416872,1.810328815,1.64106754,1.567727183,1.349231942
seq802_[chr19:48902022-48902192],2.331843378,2.574359498,2.636736474,2.612765826,2.772459678,2.664450578,2.327490091
seq803_[chr19:48903339-48903509],1.663432746,1.553727453,1.786412245,1.611588498,1.413244828,1.354903219,1.19609245
seq804_[chr19:48903864-48904034],2.094324084,2.298257351,2.301770016,2.064799639,2.363499663,2.146015409,1.492876609
seq805_[chr19:51911130-51911300],1.728871241,1.632770268,2.065793213,1.763216487,1.615510697,1.494181138,1.403230712
seq806_[chr19:52192365-52192535],2.267937743,2.309109319,2.40425228,2.157977171,2.264851207,2.094923762,1.767141842
seq807_[chr19:52408231-52408401],2.271667655,2.365065938,2.67338223,2.445961322,2.335834653,2.36198976,2.011767812
seq808_[chr19:54098636-54098806],2.74482575,3.028794567,3.013787244,2.595538287,2.97166856,2.519090429,1.610037501
seq81_[chr1:68759775-68759945],1.594092548,1.417467499,1.71147259,1.571921292,1.397790626,1.249078654,1.195914446
seq810_[chr19:54336166-54336336],1.927415464,1.963541854,2.065788314,2.01316436,1.943955432,1.667931676,1.584595321
seq811_[chr19:55727868-55728038],4.298012435,4.634594438,5.437680041,5.294953588,5.480287019,4.983588498,4.038326999
seq812_[chr19:55728414-55728584],1.472577561,1.526012602,1.695845419,1.524160032,1.342300616,1.31906313,1.165708903
seq813_[chr2:152129-152299],4.964107156,4.829941667,6.375536624,5.790069637,6.653384034,5.206860531,3.871235971
seq814_[chr2:1629252-1629422],7.785994957,7.390548894,8.753563491,8.97023845,10.56885082,10.87152761,7.494315612
seq815_[chr2:6086624-6086794],1.721869124,1.536153243,1.876400853,1.569231518,1.533095376,1.372333584,1.231739081
seq816_[chr2:8018831-8019001],1.619307099,1.668078058,1.871862087,1.686189401,1.587705899,1.355143497,1.245958197
seq817_[chr2:8019309-8019479],1.823756045,1.824965997,1.963954593,1.829912848,1.593642209,1.529058726,1.315055102
seq818_[chr2:8031588-8031758],1.493582096,1.591560254,1.703324203,1.627583401,1.540514549,1.302219308,1.449922992
seq819_[chr2:8357954-8358124],1.840121132,1.91877959,2.021022733,2.077487786,2.247182007,2.518374537,1.740257264
seq82_[chr1:69442969-69443139],2.192736947,2.284172392,2.884327725,2.496727218,2.36113088,1.73442476,1.562992934
seq820_[chr2:8776917-8777087],1.752641393,1.763685149,1.786832902,1.776206434,1.763913663,1.675372543,1.372464834
seq821_[chr2:8778577-8778747],1.857136399,1.882499711,2.023461577,1.81081478,1.672331559,1.531853332,1.415840721
seq822_[chr2:8782592-8782762],1.689245432,1.71747063,1.866376126,1.654088901,1.5695607,1.553420971,1.34372971
seq823_[chr2:8818942-8819112],2.505410057,2.630536961,2.749239848,2.38484895,2.3864099,2.318699283,1.966930152
seq824_[chr2:17720205-17720375],2.774410764,2.779321083,2.94023801,2.837325074,2.872864739,2.627637613,2.52024193
seq825_[chr2:17721823-17721993],2.075495168,2.167078736,2.294219981,2.085334104,2.180664724,2.076312031,1.669927846
seq826_[chr2:21599829-21599999],1.408849751,1.516975065,1.853653206,1.510739087,1.475501143,1.288852614,1.262353319
seq827_[chr2:22917828-22917998],1.73318195,1.871498015,2.071982057,1.685707427,1.832747626,1.755525235,1.782557926
seq828_[chr2:27070636-27070806],1.698852558,1.750612163,1.920164568,1.672382135,1.617194508,1.518689486,1.323127117
seq829_[chr2:27072015-27072185],1.981378253,2.038593289,2.208698558,1.956808574,1.961389957,1.757597757,1.571752082
seq83_[chr1:75540913-75541083],2.14785578,2.171383739,2.37291613,2.221635561,2.01448798,1.7783877,1.422777271
seq830_[chr2:27135488-27135658],1.717124904,1.856409732,1.90839874,1.627967685,1.723007002,1.726316404,1.746996164
seq831_[chr2:27137235-27137405],1.702335963,1.705974363,1.898372339,1.657560676,1.556740158,1.425818844,1.236459131
seq832_[chr2:36498299-36498469],1.74999334,1.441426929,1.732985072,1.629764183,1.344521741,1.356559447,1.38676077
seq833_[chr2:36688524-36688694],1.838541817,2.092992951,2.571694146,2.8101769,3.056072924,2.566015633,2.092198553
seq834_[chr2:37062037-37062207],1.803906755,1.637427126,2.015309486,1.822799209,1.721557985,1.718382049,1.331658148
seq835_[chr2:37416942-37417112],1.75273023,1.718118447,1.9719088,1.668499681,1.622227272,1.409675191,1.279050667
seq836_[chr2:37423583-37423753],2.773494392,2.597755811,2.79446374,3.036500648,3.261264659,3.498293157,3.434584893
seq837_[chr2:37617670-37617840],3.292206904,3.331558168,4.671470762,4.56240123,3.800915566,2.776802088,2.129670075
seq838_[chr2:42164744-42164914],1.60549216,1.668481569,1.942847249,1.693359567,1.508667892,1.311265025,1.390496586
seq839_[chr2:42174943-42175113],1.416832876,1.499936434,1.550944209,1.546674384,1.49260218,1.365836698,1.423216583
seq84_[chr1:79659085-79659255],1.691107449,1.554470935,1.795052028,1.698864301,1.516541569,1.36720091,1.38591884
seq840_[chr2:42175712-42175882],1.937309731,2.025997885,2.247455268,2.036513563,1.826538676,2.334135471,2.193780678
seq841_[chr2:42257448-42257618],2.18914876,2.199109016,2.472960202,2.076415399,1.989372057,2.086664636,2.142612418
seq842_[chr2:42274000-42274170],3.071750302,3.652811974,4.045865312,3.660387403,3.88125525,4.048620398,3.052316255
seq843_[chr2:42274868-42275038],1.724855382,1.781758185,1.913977413,1.524958399,1.502241208,1.788858831,1.4030433
seq844_[chr2:42965997-42966167],2.161887243,2.359717945,2.82243649,2.543875427,2.746839922,2.525970814,1.605600335
seq845_[chr2:43152062-43152232],1.8314002,1.926192159,2.148508844,1.927037341,1.749258624,1.622322119,1.450032792
seq846_[chr2:43158694-43158864],1.913952938,1.981672514,2.193093381,1.864757555,1.817180046,1.677057222,1.466953039
seq847_[chr2:44697409-44697579],1.875493197,1.927058048,2.107556347,1.819298224,1.730292429,1.686880136,1.550699098
seq848_[chr2:44932611-44932781],1.729645966,1.557549585,1.855104868,1.681771224,1.500367916,1.328325505,1.286581281
seq849_[chr2:44933416-44933586],1.654345123,1.631149595,1.710944873,1.548758024,1.368615419,1.497526212,1.367198081
seq85_[chr1:79728487-79728657],1.809263184,1.815977092,2.096209194,1.668504453,1.552983972,1.57039519,1.286827453
seq850_[chr2:45200341-45200511],1.846998309,1.793689689,2.007970286,1.76696346,1.824922353,1.836270605,1.469711244
seq851_[chr2:46063618-46063788],1.627420343,1.623368635,1.687857086,1.526816266,1.430255765,1.318168605,1.222725276
seq852_[chr2:47630110-47630280],2.100357339,2.05422079,2.225749334,1.961344571,2.004697095,1.805260248,1.471122015
seq853_[chr2:53339841-53340011],2.52657484,2.972547334,3.11929887,2.987497649,3.388966402,3.255642839,2.064491892
seq854_[chr2:58023768-58023938],2.139375604,1.975173733,2.261307371,1.894435943,2.044965687,2.026717549,2.179485659
seq855_[chr2:58724444-58724614],1.85016973,1.618468388,1.984709354,1.672696322,1.6507617,1.579215938,1.332750563
seq856_[chr2:58762422-58762592],1.499843675,1.40990935,1.682462167,1.426500706,1.277736743,1.439042605,1.321655843
seq857_[chr2:58767177-58767347],5.146903406,5.13781355,6.519505332,6.628337254,5.789580953,5.32444162,4.072915921
seq858_[chr2:61809432-61809602],1.745322691,1.807875837,2.055928073,1.803934769,1.691599105,1.53931957,1.289726791
seq859_[chr2:63277472-63277642],1.802371655,1.858947441,2.099283488,1.851543888,1.748413488,1.579374788,1.412395398
seq86_[chr1:81716499-81716669],2.046683016,1.897334339,2.023630047,2.007469762,1.761662845,1.647293256,1.384861107
seq860_[chr2:64478961-64479131],1.586578395,1.557173828,1.951890598,1.528044222,1.556667333,1.70359114,1.609382845
seq861_[chr2:64844831-64845001],1.703802378,1.705981961,1.914853398,1.690816273,1.625362566,1.450759725,1.258539495
seq862_[chr2:64854559-64854729],2.30330552,2.36644473,2.584316793,2.338514956,2.316295309,2.218509027,1.892746437
seq863_[chr2:67558765-67558935],2.106889164,2.052692224,2.209607011,2.009141076,1.835955337,1.6724028,1.410550336
seq864_[chr2:68157350-68157520],1.557845459,1.585577061,1.867877672,1.621492006,1.520104826,1.411516157,1.370266015
seq865_[chr2:69135637-69135807],2.743908001,3.567436088,4.486365368,4.143873659,3.836214239,3.691230905,3.358641774
seq866_[chr2:70994440-70994610],1.66703721,1.629332621,1.709739736,1.581158645,1.644332538,1.411162685,1.21014832
seq867_[chr2:70995246-70995416],1.85085981,1.958336795,2.199673318,1.845337105,1.793370343,1.627585821,1.357470163
seq868_[chr2:71166250-71166420],1.803243651,1.711299018,1.967295914,1.764090305,1.768475281,1.627283538,1.538434731
seq869_[chr2:77320817-77320987],1.494056171,1.691835544,1.888286773,1.84331217,1.769007193,1.469127383,1.238410408
seq870_[chr2:77748717-77748887],1.667253963,1.719931652,1.960191116,1.6598436,1.593127063,1.445511722,1.342497536
seq871_[chr2:77749350-77749520],1.597305054,1.606574374,1.704386078,1.557246844,1.31171479,1.410436666,1.302188866
seq872_[chr2:78760186-78760356],1.634785443,1.535648919,1.758757225,1.552890399,1.382265437,1.395303998,1.31587087
seq873_[chr2:80059767-80059937],2.157860377,1.998194387,2.503589877,2.010227633,1.88994173,1.588570379,1.418564056
seq874_[chr2:83511293-83511463],3.658064399,4.104627452,4.072916155,4.012165389,4.653194948,4.879574338,4.148391109
seq875_[chr2:89157650-89157820],1.67085177,1.650727597,1.857304895,1.590480651,1.418307222,1.404600262,1.207553372
seq876_[chr2:97573312-97573482],1.690710947,1.76532978,1.871426933,1.802312787,1.655397022,1.55151801,1.536660069
seq877_[chr2:101730087-101730257],1.755772563,1.692184294,1.976444387,1.869941748,1.398885971,1.367894297,1.525328798
seq878_[chr2:106781672-106781842],1.506956322,1.683460047,1.9142773,1.575448896,1.64072126,1.297945138,1.320741146
seq879_[chr2:111045968-111046138],3.093149803,3.387544964,3.525251609,3.363659731,3.563209083,2.597286927,1.778850021
seq88_[chr1:85077604-85077774],1.710495244,1.864850455,1.958676785,1.757720406,1.428617807,1.659682816,1.480075621
seq880_[chr2:111435653-111435823],3.734635846,3.7876515,3.928385681,3.865617152,4.014842841,4.040286996,3.744310013
seq881_[chr2:111490202-111490372],1.488687693,1.409084002,1.607538836,1.595981073,1.534008016,1.575409585,1.481585325
seq882_[chr2:111526296-111526466],1.625780538,1.605388674,1.911233041,1.605246659,1.585821395,1.543148333,1.338799714
seq883_[chr2:111528401-111528571],1.66251016,1.600391774,1.855137723,1.429912028,1.472662848,1.529785539,1.090567449
seq884_[chr2:111529929-111530099],1.802235371,1.826393862,2.041907789,1.818168286,1.725786159,1.533118065,1.267220617
seq885_[chr2:120458573-120458743],1.928560095,1.779344742,2.038663683,1.843332701,2.032904429,1.686729534,1.496029336
seq886_[chr2:120995686-120995856],2.071260564,1.829167033,2.311351705,2.307662516,2.181115307,2.710477287,3.173531991
seq887_[chr2:121467289-121467459],1.932840897,1.775541518,1.847775981,1.733265816,1.938500385,1.672600329,1.558790009
seq888_[chr2:129018415-129018585],1.758129658,1.719868088,1.914106002,1.662532489,1.561092846,1.411528524,1.244116185
seq889_[chr2:131630175-131630345],1.877832293,1.720748458,2.030184177,1.714065339,1.676750077,1.652636473,1.428045722
seq89_[chr1:85810071-85810241],1.514328931,1.582406973,1.639311412,1.806783819,1.94783774,1.833475867,1.77741524
seq890_[chr2:140382996-140383166],1.712835585,1.580057867,1.810533856,1.586278257,1.470207179,1.286488937,1.35292438
seq891_[chr2:142369049-142369219],1.780943153,1.801881531,2.071509644,1.738198565,1.586582451,1.612586369,1.360963598
seq892_[chr2:144360910-144361080],1.764234556,1.558209994,1.72355219,1.474226878,1.545064383,1.809904484,1.612273257
seq893_[chr2:144649731-144649901],1.713390024,1.747368042,1.916571961,1.651725685,1.521083979,1.425957026,1.485571795
seq894_[chr2:144694851-144695021],1.588686818,1.556954429,1.732647992,1.519333334,1.430040072,1.418462169,1.203734739
seq895_[chr2:145268285-145268455],2.187602473,1.940464371,2.096113836,2.12671556,2.082847948,1.717240045,2.080286426
seq896_[chr2:145281932-145282102],3.311173379,3.699597428,3.727248292,3.497081103,3.418333626,3.152722047,2.388227223
seq897_[chr2:147298029-147298199],1.455529661,1.516170008,1.542491959,1.384280068,1.606644133,1.650382261,1.555694435
seq898_[chr2:151184350-151184520],1.820777323,1.769935101,1.844316302,1.705341789,1.766559699,1.721224011,1.95972992
seq899_[chr2:151592583-151592753],1.880861321,1.666109056,1.853774179,1.58630062,1.561527124,1.385253366,1.30874178
